序号,评论ID (rpid),评论内容,评论时间,Unix时间戳,层级,根评论ID,父评论ID,视频ID (oid),视频链接,视频标题,评论跳转链接
187,254489360576,就是凯拿了年度最佳是吧[生气][生气][生气],2025-02-05 19:26:24,1738754784,一级评论,,,113944693836641,https://www.bilibili.com/video/av113944693836641,铠就是米莱狄机器人的论证,https://www.bilibili.com/video/av113944693836641#reply254489360576
188,254364646912,回复 @billybillyox :我的嘞个运气好啊，虽然我认为爱因斯坦确实是不如牛顿的，但科学探究哪里来的运气好这一说啊,2025-02-04 13:48:35,1738648115,回复,254288864112,253640187585,113939291575157,https://www.bilibili.com/video/av113939291575157,人类有史以来，最伟大的10位物理学家排名！ 你心中的top 1是谁？,https://www.bilibili.com/video/av113939291575157#reply254364646912
189,254361758432,回复 @深秋Da老虎 :哦哦，是的，我自己算了一下，的确是差不多的，大一点的蚂蚁和人大概就是350万倍左右,2025-02-04 13:17:11,1738646231,回复,254237789216,254337659072,113932027040519,https://www.bilibili.com/video/av113932027040519,地球瞎放技能打到蓝巨星,https://www.bilibili.com/video/av113932027040519#reply254361758432
190,254336951056,回复 @拽根宝0106 :你俩坐一桌吧,2025-02-04 05:28:30,1738618110,回复,253570003569,253609648817,113861596354332,https://www.bilibili.com/video/av113861596354332,最丰富的国风场景手办竟然史上定价最低!??一场跨越千年的演绎~洛天依x木兰辞~,https://www.bilibili.com/video/av113861596354332#reply254336951056
191,254336944528,回复 @拽根宝0106 :主页没东西，说话就是硬气,2025-02-04 05:27:31,1738618051,回复,253570003569,253621948609,113861596354332,https://www.bilibili.com/video/av113861596354332,最丰富的国风场景手办竟然史上定价最低!??一场跨越千年的演绎~洛天依x木兰辞~,https://www.bilibili.com/video/av113861596354332#reply254336944528
192,254336942064,回复 @拽根宝0106 :哇，那你干嘛用b站啊，人家之前还叫mikufans呢,2025-02-04 05:27:06,1738618026,回复,253570003569,253609648817,113861596354332,https://www.bilibili.com/video/av113861596354332,最丰富的国风场景手办竟然史上定价最低!??一场跨越千年的演绎~洛天依x木兰辞~,https://www.bilibili.com/video/av113861596354332#reply254336942064
193,254296461088,那咋了平时开开玩笑还行，但就是有些咋总，纯纯特么nt，根本受不了一点,2025-02-03 19:16:05,1738581365,回复,253229595553,253229595553,113903354843259,https://www.bilibili.com/video/av113903354843259,2024年度烂梗TOP 10！第一名99.9%的人都没想到！,https://www.bilibili.com/video/av113903354843259#reply254296461088
194,254294156416,"回复 @吴子凡爱吃爆米花 :算是成公式了
-什么游戏？
-（游戏名）",2025-02-03 18:51:17,1738579877,回复,253530381025,253555163521,113913437951844,https://www.bilibili.com/video/av113913437951844,我用2000小时的努力换来属于自己的荣耀！国人玩家banana的个人理论速通【人类一败涂地】,https://www.bilibili.com/video/av113913437951844#reply254294156416
195,254258837792,回复 @樱花树下相聚 :不够啊，蚂蚁太大了,2025-02-03 12:00:37,1738555237,回复,254237789216,253598757649,113932027040519,https://www.bilibili.com/video/av113932027040519,地球瞎放技能打到蓝巨星,https://www.bilibili.com/video/av113932027040519#reply254258837792
196,254167379472,回复 @寒冰小美射手 :去年你是不是没太关注pvz圈子的事,2025-02-02 12:29:40,1738470580,回复,253052888592,253061117008,113865035618229,https://www.bilibili.com/video/av113865035618229,这游戏只能在白天玩……,https://www.bilibili.com/video/av113865035618229#reply254167379472
197,254167239136,啥时候的话事了，人能不知道吗,2025-02-02 12:29:09,1738470549,回复,253052888592,253052888592,113865035618229,https://www.bilibili.com/video/av113865035618229,这游戏只能在白天玩……,https://www.bilibili.com/video/av113865035618229#reply254167239136
198,254087516128,不是这个原因啊，柯杰是认放在外面判两目的（虽然规则也不太能理解就是了），是因为到卞下的时候判的，但是这时候判会耽误很多时间，给卞多了思考时间，柯杰认为应该先等卞下完（柯杰看不到）后封盘，然后再判,2025-02-01 15:47:17,1738396037,回复,253320268017,253320268017,113905401598756,https://www.bilibili.com/video/av113905401598756,讨 卞 檄 文,https://www.bilibili.com/video/av113905401598756#reply254087516128
199,253951816976,作者简介说了炸鱼局,2025-01-31 01:21:58,1738257718,回复,253218113281,253218113281,113875823363474,https://www.bilibili.com/video/av113875823363474,纯观赏性露娜，无抽帧加速,https://www.bilibili.com/video/av113875823363474#reply253951816976
200,253886671024,可问题是雅典娜最鲜明的特色就是她的复活机制啊，没了复活机制，这英雄更没人玩了,2025-01-30 12:31:13,1738211473,回复,253524754352,253524754352,113881745858352,https://www.bilibili.com/video/av113881745858352,王者变异了这么多英雄，哪一次变异最成功？哪一次又最失败呢？,https://www.bilibili.com/video/av113881745858352#reply253886671024
201,253886503504,回复 @739735759734 :这不更方便她骚扰你了吗,2025-01-30 12:30:06,1738211406,回复,253524754352,253196576113,113881745858352,https://www.bilibili.com/video/av113881745858352,王者变异了这么多英雄，哪一次变异最成功？哪一次又最失败呢？,https://www.bilibili.com/video/av113881745858352#reply253886503504
202,253802292064,回复 @小熊Habutsu :好的谢谢,2025-01-29 14:01:45,1738130505,回复,253770772384,253165855937,113898741172782,https://www.bilibili.com/video/av113898741172782,【跑酷】冷色烟火 寻光而至,https://www.bilibili.com/video/av113898741172782#reply253802292064
203,253802395440,回复 @子无君不是子无菌 :噢噢,2025-01-29 14:01:40,1738130500,回复,253770772384,253164957873,113898741172782,https://www.bilibili.com/video/av113898741172782,【跑酷】冷色烟火 寻光而至,https://www.bilibili.com/video/av113898741172782#reply253802395440
204,253795055200,本家是不是屁股肉的不知道，打击音效是屁股肉的,2025-01-29 12:32:20,1738125140,回复,253770772384,253770772384,113898741172782,https://www.bilibili.com/video/av113898741172782,【跑酷】冷色烟火 寻光而至,https://www.bilibili.com/video/av113898741172782#reply253795055200
205,253771382448,补充一句，围棋是有可能平局的，三劫循环，但是很少遇到,2025-01-29 02:29:49,1738088989,一级评论,,,113886560781255,https://www.bilibili.com/video/av113886560781255,你管这破玩意叫围棋？,https://www.bilibili.com/video/av113886560781255#reply253771382448
206,253771252320,没看懂，反正这肯定是双活,2025-01-29 02:26:37,1738088797,回复,252980490113,252980490113,113886560781255,https://www.bilibili.com/video/av113886560781255,你管这破玩意叫围棋？,https://www.bilibili.com/video/av113886560781255#reply253771252320
207,253771139840,黑棋不好定这里白算18,2025-01-29 02:24:54,1738088694,回复,253691090992,253691090992,113886560781255,https://www.bilibili.com/video/av113886560781255,你管这破玩意叫围棋？,https://www.bilibili.com/video/av113886560781255#reply253771139840
208,253771121984,回复 @烧唛 :黑白的子正常算，空着的两个位置各一半,2025-01-29 02:23:09,1738088589,回复,252980510129,252995614289,113886560781255,https://www.bilibili.com/video/av113886560781255,你管这破玩意叫围棋？,https://www.bilibili.com/video/av113886560781255#reply253771121984
209,253770883728,回复 @烧唛 :到最后死棋要拿走的,2025-01-29 02:16:12,1738088172,回复,252980160913,253096433777,113886560781255,https://www.bilibili.com/video/av113886560781255,你管这破玩意叫围棋？,https://www.bilibili.com/video/av113886560781255#reply253770883728
210,253700585600,回复 @燕鸣雀影 :是的，遇到蔡文姬只要对面这把阵容不是太差婉儿就直接凉凉了,2025-01-28 12:40:51,1738039251,回复,253673615392,253062229521,113899529572084,https://www.bilibili.com/video/av113899529572084,【荣耀梯度排行63】有的 兄弟，有的！这么强势的英雄还有122个！,https://www.bilibili.com/video/av113899529572084#reply253700585600
211,253675657280,和我壁纸一样诶[热词系列_妙啊],2025-01-28 03:57:20,1738007840,回复,252930930640,252930930640,113847788700383,https://www.bilibili.com/video/av113847788700383,当年玩4399的小朋友们现在在玩什么,https://www.bilibili.com/video/av113847788700383#reply253675657280
212,253675235456,你看嘛，这就是典型的急了自己还不知道，我说你就是看你没素质不爽啊,2025-01-28 03:35:44,1738006544,回复,251637845408,251637845408,113778851125336,https://www.bilibili.com/video/av113778851125336,单字辈的英雄里面谁的高光最拉胯呢？你绝对猜不到！,https://www.bilibili.com/video/av113778851125336#reply253675235456
213,253673615392,婉儿我感觉后手确实是t2，甚至甚至有点t1的感觉，但先手是真的难受，但像我这种只会玩婉儿的就遭罪了,2025-01-28 02:33:33,1738002813,一级评论,,,113899529572084,https://www.bilibili.com/video/av113899529572084,【荣耀梯度排行63】有的 兄弟，有的！这么强势的英雄还有122个！,https://www.bilibili.com/video/av113899529572084#reply253673615392
214,253274347824,求问材质包什么名字，发给我朋友吃,2025-01-24 01:15:04,1737652504,一级评论,,,113721389093687,https://www.bilibili.com/video/av113721389093687,(API错误: code=62012),https://www.bilibili.com/video/av113721389093687#reply253274347824
215,253264902144,回复 @旗木白影御魂 :这不是急了是啥，说话都不会好好说，我也没说你的观点有什么错误，但是素质那么差让你骄傲上了,2025-01-23 23:21:14,1737645674,回复,251637845408,253236405648,113778851125336,https://www.bilibili.com/video/av113778851125336,单字辈的英雄里面谁的高光最拉胯呢？你绝对猜不到！,https://www.bilibili.com/video/av113778851125336#reply253264902144
216,253139148752,看哭了[大哭],2025-01-22 19:53:29,1737546809,一级评论,,,113734106218846,https://www.bilibili.com/video/av113734106218846,欢迎来到玩梗荣耀，谁才是年度梗王？,https://www.bilibili.com/video/av113734106218846#reply253139148752
217,253112960176,回复 @干饭跑的比谁都快 :还有这行业男的本来就少,2025-01-22 15:14:48,1737530088,回复,252505387617,252505930769,113820039123238,https://www.bilibili.com/video/av113820039123238,真像才是快刀,https://www.bilibili.com/video/av113820039123238#reply253112960176
218,253112256944,靠，我也,2025-01-22 15:06:30,1737529590,回复,252404961201,252404961201,113820039123238,https://www.bilibili.com/video/av113820039123238,真像才是快刀,https://www.bilibili.com/video/av113820039123238#reply253112256944
219,253109694896,皮肤都加属性了，无所谓了,2025-01-22 14:35:31,1737527731,回复,252492698353,252492698353,113866142977869,https://www.bilibili.com/video/av113866142977869,“谁给我牢大调成这样的？”,https://www.bilibili.com/video/av113866142977869#reply253109694896
220,252997100048,回复 @crmilonyd :都露手自证了,2025-01-21 13:48:29,1737438509,回复,234121260592,252353274209,1256405138,https://www.bilibili.com/video/av1256405138,这是不可能完成的操作！！？,https://www.bilibili.com/video/av1256405138#reply252997100048
221,252997017376,回复 @crmilonyd :别乐了，这有啥不可能的,2025-01-21 13:47:59,1737438479,回复,234121260592,252353274209,1256405138,https://www.bilibili.com/video/av1256405138,这是不可能完成的操作！！？,https://www.bilibili.com/video/av1256405138#reply252997017376
222,252919954816,回复 @流风与暖秋 :改个蛋啊，证据呢，骂策划可以，但别硬黑，这个皮肤手感本来就不错[星星眼],2025-01-20 17:47:19,1737366439,回复,251360553040,251379616000,113200322318955,https://www.bilibili.com/video/av113200322318955,【AG长生】15-1上官婉儿打出54%伤害，自带解说的节奏发动机,https://www.bilibili.com/video/av113200322318955#reply252919954816
223,252910460992,不信除非带我,2025-01-20 15:56:35,1737359795,回复,238290128928,238290128928,1856281288,https://www.bilibili.com/video/av1856281288,国服上官婉儿怀酱 vs 国服不知火舞，法王对决乱秀瞬秒！,https://www.bilibili.com/video/av1856281288#reply252910460992
224,252910378976,阿离办了，控少能打,2025-01-20 15:56:20,1737359780,回复,238473390624,238473390624,1856281288,https://www.bilibili.com/video/av1856281288,国服上官婉儿怀酱 vs 国服不知火舞，法王对决乱秀瞬秒！,https://www.bilibili.com/video/av1856281288#reply252910378976
225,252910354032,回复 @瑟廉的锋刃 :好吧，现在仔细想了一下，之前我确实不太理智了，确实有点影响观感,2025-01-20 15:55:17,1737359717,回复,252634138096,252686060560,113837940410637,https://www.bilibili.com/video/av113837940410637,国服上官婉儿怀酱 vs 国服西施童话，狂暴婉儿再次巅峰第一！,https://www.bilibili.com/video/av113837940410637#reply252910354032
226,252871030320,回复 @旗木白影御魂 :别急了，你咋能那么急呢？,2025-01-20 03:28:31,1737314911,回复,251637845408,252668551968,113778851125336,https://www.bilibili.com/video/av113778851125336,单字辈的英雄里面谁的高光最拉胯呢？你绝对猜不到！,https://www.bilibili.com/video/av113778851125336#reply252871030320
227,252674163552,回复 @瑟廉的锋刃 :哇，你好厉害,2025-01-18 00:07:26,1737130046,回复,252634138096,252668115360,113837940410637,https://www.bilibili.com/video/av113837940410637,国服上官婉儿怀酱 vs 国服西施童话，狂暴婉儿再次巅峰第一！,https://www.bilibili.com/video/av113837940410637#reply252674163552
228,252659902080,那你烦着吧，没人要求你看,2025-01-17 21:36:12,1737120972,回复,252634138096,252634138096,113837940410637,https://www.bilibili.com/video/av113837940410637,国服上官婉儿怀酱 vs 国服西施童话，狂暴婉儿再次巅峰第一！,https://www.bilibili.com/video/av113837940410637#reply252659902080
229,252400679888,回复 @宗智波鼬 :有手法的顶多t2多一点，现在营地数据顶端也才51[笑哭],2025-01-15 00:02:48,1736870568,回复,252282009136,252289318464,113820508885710,https://www.bilibili.com/video/av113820508885710,【荣耀发财快报】女娲领跑全场！王女士退居T2！新赛季中路排行！,https://www.bilibili.com/video/av113820508885710#reply252400679888
230,252400483936,回复 @0比7握手言和 :这玩意儿现在就是上手简单，要精通说实话挺难的[笑哭],2025-01-14 23:59:12,1736870352,回复,251718036641,251732739745,113820508885710,https://www.bilibili.com/video/av113820508885710,【荣耀发财快报】女娲领跑全场！王女士退居T2！新赛季中路排行！,https://www.bilibili.com/video/av113820508885710#reply252400483936
231,252388380912,回复 @皇马Nino丶C厄齐bra乌 :说话时说不清的，中文是看不懂的，家访哥这辈子有了,2025-01-14 21:47:44,1736862464,回复,251788079249,251788680769,113825609227503,https://www.bilibili.com/video/av113825609227503,铠刘备曹操加强，嬴政元流削弱，貂蝉赵云项羽夏侯惇影调整,https://www.bilibili.com/video/av113825609227503#reply252388380912
232,252164960768,回复 @愿永忘二号 :两秒前摇你反应不过来吗？我玩法太乙就是比法东皇舒服,2025-01-12 12:21:22,1736655682,回复,242964254512,247890300193,113180575599615,https://www.bilibili.com/video/av113180575599615,没想到有一天我也被法装太乙给制裁了(T_T),https://www.bilibili.com/video/av113180575599615#reply252164960768
233,251852765952,那你用什么手机呀？[星星眼],2025-01-08 21:10:06,1736341806,回复,251828560528,251828560528,113791400417487,https://www.bilibili.com/video/av113791400417487,手机、平板补贴标准来了！按产品销售价格的15%给予补贴，每位消费者每类产品可补贴1件，每件不超500元。,https://www.bilibili.com/video/av113791400417487#reply251852765952
234,251769304672,刹车？生怕对面秒不掉你是吧？,2025-01-07 21:23:36,1736256216,回复,251102922145,251102922145,113769522927040,https://www.bilibili.com/video/av113769522927040,【上官婉儿】一想到等会传过去会发生什么就想笑,https://www.bilibili.com/video/av113769522927040#reply251769304672
235,251683610720,嘿嘿，笑死了，我个人说实话和婉儿削弱应该没什么关系，但是就挺奇怪的，我一拿上官就MVP，而且能保证场均输出28以上那种，但是就是输，按理来说我补位的暗信，鲁大这些应该是比上官还难打的吧，但就是能赢[笑哭],2025-01-06 21:14:44,1736169284,一级评论,,,113769069939827,https://www.bilibili.com/video/av113769069939827,想你了，上个赛季的牢婉,https://www.bilibili.com/video/av113769069939827#reply251683610720
236,251547726784,放不出来[笑哭],2025-01-05 10:39:54,1736044794,回复,251386289952,251386289952,113762761772972,https://www.bilibili.com/video/av113762761772972,王者目前最超标前十位英雄！对抗路无一上榜！,https://www.bilibili.com/video/av113762761772972#reply251547726784
237,250962880304,塞尔维亚,2024-12-29 17:01:56,1735462916,回复,250143729072,250143729072,113652434734629,https://www.bilibili.com/video/av113652434734629,【第一视角】三亚天涯海角这个电话亭拍照超出片！,https://www.bilibili.com/video/av113652434734629#reply250962880304
238,250881062976,回复 @大宇王 :反正最低也就0°左右，盖个厚被子不冷的[2233娘_大笑],2024-12-28 18:27:40,1735381660,回复,249504732208,249946487936,113636982984583,https://www.bilibili.com/video/av113636982984583,云南人眼中的中国,https://www.bilibili.com/video/av113636982984583#reply250881062976
239,250660299872,本视频未使用（）,2024-12-26 00:32:40,1735144360,一级评论,,,113700669228025,https://www.bilibili.com/video/av113700669228025,逐渐Q弹的史莱姆,https://www.bilibili.com/video/av113700669228025#reply250660299872
240,250352238592,小心本视频未使用____模拟器,2024-12-22 11:54:41,1734839681,回复,249646694305,249646694305,113677248301182,https://www.bilibili.com/video/av113677248301182,出音味来,https://www.bilibili.com/video/av113677248301182#reply250352238592
241,249794193200,要不每次开始要个赞吧，不然点赞太少了[笑哭],2024-12-15 22:45:22,1734273922,一级评论,,,113656712988143,https://www.bilibili.com/video/av113656712988143,这个模组确实是我玩过最难搞的一个！-格雷科技ep8,https://www.bilibili.com/video/av113656712988143#reply249794193200
242,249740869776,回复 @帅气天王阿德里娜 :阿莫[2233娘_吃惊],2024-12-15 12:17:34,1734236254,回复,249249027697,249287093217,113651075781144,https://www.bilibili.com/video/av113651075781144,队友团战团灭，但我已经打到水晶了,https://www.bilibili.com/video/av113651075781144#reply249740869776
243,249729827184,如果是巅峰赛感觉你得去看一下对面中单什么水平，但如果是排位的话，只能说王者荣耀青天大老爷了,2024-12-15 09:58:41,1734227921,回复,249249027697,249249027697,113651075781144,https://www.bilibili.com/video/av113651075781144,队友团战团灭，但我已经打到水晶了,https://www.bilibili.com/video/av113651075781144#reply249729827184
244,249708622464,回复 @bili_3546740034636167 :人机遍地走，骗氪，英雄不平衡，想不通有啥好的,2024-12-15 00:11:28,1734192688,回复,249071381617,249157852017,113627805845118,https://www.bilibili.com/video/av113627805845118,一口气看完45款年度最佳游戏！谁是你的天下第一,https://www.bilibili.com/video/av113627805845118#reply249708622464
245,249708561168,回复 @bili_3546740034636167 :xxs入侵哔站了？王者统治过2018年，甚至我现在还在玩，但无法改变的是那就是坨史，游戏体验差得要死,2024-12-15 00:09:33,1734192573,回复,249071381617,249157852017,113627805845118,https://www.bilibili.com/video/av113627805845118,一口气看完45款年度最佳游戏！谁是你的天下第一,https://www.bilibili.com/video/av113627805845118#reply249708561168
246,249659900496,阿珂是一个从不__的女人[doge],2024-12-14 14:52:11,1734159131,一级评论,,,113645874847329,https://www.bilibili.com/video/av113645874847329,【荣耀发财快报】女娲独领风骚！澜师傅仍旧强大！赛季末上分推荐！,https://www.bilibili.com/video/av113645874847329#reply249659900496
247,249078378240,回复 @在落日余晖中穿行 :t3t4夸张了，看营地数据结合登场率就是t2左右，其实现在挺好的，主要怕加强了吃断头饭,2024-12-07 19:26:39,1733570799,回复,248383400240,248043611153,113566065756642,https://www.bilibili.com/video/av113566065756642,五千场老婉儿告诉你婉儿应该怎么调整？婉儿玩家都来说说是从什么时候放弃这个英雄的？,https://www.bilibili.com/video/av113566065756642#reply249078378240
248,249054628832,你这边会直接弹网页吗？不行的话试试先把你的默认浏览器打开，然后再开游戏，看看浏览器里面会不会弹一个新网页,2024-12-07 14:21:40,1733552500,回复,248524504209,248524504209,113600073109844,https://www.bilibili.com/video/av113600073109844,Epic每周免费游戏《乐高星球大战：天行者传奇》《模拟巴士21》,https://www.bilibili.com/video/av113600073109844#reply249054628832
249,249020862960,钻石局的fvv又来评头论足了,2024-12-07 02:04:05,1733508245,回复,248529286080,248529286080,113569639237716,https://www.bilibili.com/video/av113569639237716,职业选手都防不住的集体假视野 #2024KPL年度总决赛 #2024KPL年总决赛,https://www.bilibili.com/video/av113569639237716#reply249020862960
250,248656948736,回复 @-每天都要开心- :音游的歌谁会专门在听歌软件听啊,2024-12-02 21:38:49,1733146729,回复,246877469921,247447145696,113486424184444,https://www.bilibili.com/video/av113486424184444,【锐评】《APT.》口水歌？火星哥朴彩英这次合作这么难听？,https://www.bilibili.com/video/av113486424184444#reply248656948736
251,248656760304,"靠，音游人，那么
噔 噔 噔 噔噔😡诶诶 芜芜芜😯 诶呀～😍

哒 噔噔噔👿诶诶 芜芜芜😮欸呀😍

噔 噔 噔 噔噔😡诶诶 芜芜芜😯 诶呀😍

欸啊哈🥴😝～欸啊哈🥴😝～欸啊哈🥴😝～欸啊哈🥴😝～走↘咯↗～～～～～～～→～～～～～～↘～～～～～～🥁🥁🥁🥁咦↘～～～～咦↗～～～咦↘～～～～咦↗～～～咦↘～～～～咦↗～～～≒∯^～&;？-≮）ɑːゅ^O——

啊😲～啊😲～阿弟😍～阿弟😍～哦呃哦😋～哦誒誒😄～欸呦欸呦🤓～single day☺～️诶～all night😋～ 哎☺️～爱爱🥴😻～爱爱🥴😻～

啊🥵～啊🥵～阿弟🤤～阿弟🤤～哦呃哦🙄～哦誒誒😵～哎哟哎哟😩～滴滴噔噔😧＊oh🤪!～～～～ 曾😇～曾😇～曾😇～曾😇～～～～

哦🥺～哦🥺～我嗯你🤫～嗯呃呦唔🥴～️吱呀吱呀😬～吱额吱额😆～欸呦欸呦🤓～single day☺～欸～呃啊😋～呃啊😋～呃啊😋～呃啊😋～

哦🙄～哦🙄～阿弟😌～阿弟😌～诶啊欸啊啊唔😵～嗯～嗯～撅😳～～～啊😨～↗～～～撅＊≮撅-'jjj^≒≮↗ɑː^——↘

哦😣～哦😣～我嗯你😒～嗯呃呦唔😖～️吱呀吱呀🙃～吱额吱额🤗～哎哎↑single day😎—欸～嗡—嗡—嗡—嗡～啊↑啊↑阿弟🙂阿弟😗汪🐶～汪汪—汪唔😝鞥～鞥～撅～～给～～——～～___～～嘟———

造～😥摁赖赖～🤗球污污污污米😏😯哦↗哦↘😔嗯嗯有安～😢恩米恩米～～yeah～～～缺😃嘟↗嘟↗嘟↗欸饿～～

嘿（嗯↗↘）😛嘿（嗯↗↘）😝嘿（嗯↗↘）😝唔↗😝欸↘欸→欸→欸↗欸↗欸↗欸↑啊____啊_啊啊__啊🙄唔↑唔↑嗲嗲😢球污污污物米↗🤗哦↗哦↘😎我来开个会😯欸缺😜啊哈～啊哈～😛哦欸哎嘿began😋大大√β？？嘿嘎🙀欸嘿哎嘿😆缺搜😢爆💥

啊～🤗啊～🤗阿弟～😬阿弟～😬噢欸噢欸欸～～～哦啊呃哦😊哦欸😨爱爱爱爱爱🤑

😍啊～😋啊～🤗啊弟～啊弟😢哦欸哦欸欸🤗爱爱😍滴得↗滴得↘芜↑😆哦哦哦嗯嗯😜嗷嗷～～一一一哦欸哦欸欸🤓啊～😡啊～😡欸哦欸呃🤓哦唉🙄爱爱爱爱爱😋

啊～啊～阿弟～阿弟～哦爱哦欸欸🤗爱爱～滴得滴得😻芜↑芭芭😢
噔 噔 噔 噔噔 噔 芜 芜 芜🤓
欸呀～～～😈",2024-12-02 21:37:10,1733146630,回复,246877469921,246877469921,113486424184444,https://www.bilibili.com/video/av113486424184444,【锐评】《APT.》口水歌？火星哥朴彩英这次合作这么难听？,https://www.bilibili.com/video/av113486424184444#reply248656760304
252,248557870752,我一女的都觉得你🍬欸，要不去查查？,2024-12-01 18:31:09,1733049069,回复,247829851105,247829851105,113537544356449,https://www.bilibili.com/video/av113537544356449,以为王者请水军刷好评了，原来……,https://www.bilibili.com/video/av113537544356449#reply248557870752
253,248307169808,回复 @别发店了你 :为什么能被报道？因为这才是少数啊[笑哭],2024-11-28 21:25:58,1732800358,回复,242774296320,248244895424,113171566169009,https://www.bilibili.com/video/av113171566169009,我常常因为性别不符而被队友率先开团,https://www.bilibili.com/video/av113171566169009#reply248307169808
254,247881322000,回复 @北笙qaq丶 :基岩不是本来就免费吗（入Java了，可能记不清了）,2024-11-23 20:12:01,1732363921,回复,247458315680,247464254432,113503251732649,https://www.bilibili.com/video/av113503251732649,我的世界中国版启动，该回归了！,https://www.bilibili.com/video/av113503251732649#reply247881322000
255,247871835744,回复 @恍若琉璃已碎 :300...不儿，多少？米？,2024-11-23 18:26:23,1732357583,回复,247870384352,247871545856,113525364163630,https://www.bilibili.com/video/av113525364163630,物理老师一脸无奈不想占课，学生：不，老师你想占,https://www.bilibili.com/video/av113525364163630#reply247871835744
256,247641370544,自己去营地看看数据，全分段55胜率往上，还不强,2024-11-20 23:26:05,1732116365,回复,245755480336,245755480336,113367456945495,https://www.bilibili.com/video/av113367456945495,貂蝉玩家都蛮喜欢搞反差的,https://www.bilibili.com/video/av113367456945495#reply247641370544
257,247640935376,回复 @云浪_ :其实吧好像中路也不弱啊，昨天我看的数据好像还有52呢,2024-11-20 23:21:02,1732116062,回复,246148477329,246497765024,113367456945495,https://www.bilibili.com/video/av113367456945495,貂蝉玩家都蛮喜欢搞反差的,https://www.bilibili.com/video/av113367456945495#reply247640935376
258,247361402080,回复 @郁闷柔灯铃 :你看看这是什么时候的素材？,2024-11-17 17:32:51,1731835971,回复,246942712944,247338731552,113463221293545,https://www.bilibili.com/video/av113463221293545,尼马县第一边路入驻B站！！,https://www.bilibili.com/video/av113463221293545#reply247361402080
259,247295271936,回复 @墨迹风彡 :跑酷如果要比速度的话，电脑确实稍微感觉更快一点吧,2024-11-16 22:24:11,1731767051,回复,246940839153,246966038801,113490752700952,https://www.bilibili.com/video/av113490752700952,一镜到底 ｜《  登  神  长  阶  》,https://www.bilibili.com/video/av113490752700952#reply247295271936
260,247285667888,回复 @落枫阁乄迪拆 :手机操作难度大，比如说起床战争手机玩家转屏幕比电脑慢好多,2024-11-16 20:37:35,1731760655,回复,246940839153,247282743728,113490752700952,https://www.bilibili.com/video/av113490752700952,一镜到底 ｜《  登  神  长  阶  》,https://www.bilibili.com/video/av113490752700952#reply247285667888
261,247282459328,回复 @落枫阁乄迪拆 :这俩玩意儿上限差距很明显的，触屏跑酷本来就比电脑难,2024-11-16 20:01:13,1731758473,回复,246940839153,247279753744,113490752700952,https://www.bilibili.com/video/av113490752700952,一镜到底 ｜《  登  神  长  阶  》,https://www.bilibili.com/video/av113490752700952#reply247282459328
262,247203191312,感觉问分段这种事挺正常的吧，求个心理安慰而已,2024-11-15 21:54:43,1731678883,回复,246846040977,246846040977,113483890820726,https://www.bilibili.com/video/av113483890820726,“ 峡 谷 虐 恋 ？”,https://www.bilibili.com/video/av113483890820726#reply247203191312
263,247201800592,终于回来了,2024-11-15 21:38:57,1731677937,一级评论,,,113403209189287,https://www.bilibili.com/video/av113403209189287,(API错误: code=62002),https://www.bilibili.com/video/av113403209189287#reply247201800592
264,246948861184,回复 @银星--- :其他肯定还有啊，不过好像得纠正一下自己的话，应该说宗教的是人,2024-11-12 21:22:39,1731417759,回复,245703461793,246622752481,113402034790259,https://www.bilibili.com/video/av113402034790259,然师傅评价对抗路貂蝉并狠狠开团中路貂蝉！,https://www.bilibili.com/video/av113402034790259#reply246948861184
265,246709051472,回复 @冰棍快趁热吃 :应该本来就不是二锅头吧,2024-11-09 22:33:44,1731162824,回复,245839666480,246182181072,113360511174711,https://www.bilibili.com/video/av113360511174711,歌还是以前的歌，但太乙已经不是以前的太乙了,https://www.bilibili.com/video/av113360511174711#reply246709051472
266,246708813024,我要在鬼畜区看到他的鬼畜,2024-11-09 22:31:14,1731162674,一级评论,,,113426160492231,https://www.bilibili.com/video/av113426160492231,小作坊口技就是猛💦,https://www.bilibili.com/video/av113426160492231#reply246708813024
267,246696141088,回复 @早雪有寒 :噢噢，好的,2024-11-09 20:06:38,1731153998,回复,246693741872,246392718609,1456344102,https://www.bilibili.com/video/av1456344102,沉浸式翻译，强的离谱啊！10大场景使用教程【干货】,https://www.bilibili.com/video/av1456344102#reply246696141088
268,246693741872,请问一下手机能用吗，我的edge界面打开了安装不了,2024-11-09 19:39:59,1731152399,一级评论,,,1456344102,https://www.bilibili.com/video/av1456344102,沉浸式翻译，强的离谱啊！10大场景使用教程【干货】,https://www.bilibili.com/video/av1456344102#reply246693741872
269,246144985568,貂蝉机制落后啊？,2024-11-03 01:59:21,1730570361,回复,245955202064,245955202064,113402034790259,https://www.bilibili.com/video/av113402034790259,然师傅评价对抗路貂蝉并狠狠开团中路貂蝉！,https://www.bilibili.com/video/av113402034790259#reply246144985568
270,246144715472,回复 @很随便的名字ww :辅助宗教英雄也不少吧，又不是分路宗教，是英雄啊,2024-11-03 01:56:43,1730570203,回复,245703461793,246134826368,113402034790259,https://www.bilibili.com/video/av113402034790259,然师傅评价对抗路貂蝉并狠狠开团中路貂蝉！,https://www.bilibili.com/video/av113402034790259#reply246144715472
