序号,评论ID,评论内容,评论时间,层级,根评论ID,父评论ID,视频ID,视频链接,视频标题,评论跳转链接
210,187254968976,"回复 @沙尘暴大玩家 :回复 @啊要辣油- :加利福尼亚州，库比提诺 — Apple 今日宣布推出 M2 Ultra，这款全新的 SoC 芯片将令 Mac 的性能再度攀上全新高峰，M2 产品系列就此完整。M2 Ultra 是 Apple 迄今最大最强芯片，将助力全新的 Mac Studio 和 Mac Pro 成为迄今功能最强大的 Mac 台式电脑。M2 Ultra 采用第二代 5 纳米制程工艺，利用 Apple 的突破性 UltraFusion 技术连接两枚 M2 Max 芯片，令性能翻倍。M2 Ultra 内部共计集成 1,340 亿个晶体管，比 M1 Ultra ..... 摘自苹果官网🤣🤣🤣",2023-09-24 13:19:34,回复,187113203008,187196284784,321248467,https://www.bilibili.com/video/av321248467,苹果A17 Pro ——火龙果诞生,https://www.bilibili.com/video/av321248467#reply187254968976
211,186605704960,回复 @平原菌xxx :唉 品客🤣,2023-09-19 20:02:06,回复,186506037072,186605450224,233562768,https://www.bilibili.com/video/av233562768,我国各省影史票房冠军，哪个省更有品味？,https://www.bilibili.com/video/av233562768#reply186605704960
212,186359215952,回复 @蛋挞皮皮仙 :你是哪国的留学生,2023-09-17 21:57:19,回复,172812240032,172813093376,955440139,https://www.bilibili.com/video/av955440139,日本又又又发钱了？3万块你们都领到了吗？非课税人群快来领  补助金，留学生都有份#发金条 #发钱 #补助金 #补助金领取 #留学 #消费,https://www.bilibili.com/video/av955440139#reply186359215952
213,186335240336,回复 @索尼高层领导 :人家512的是Pro 不会比较别比较,2023-09-17 19:03:11,回复,132899496304,134284304064,646077024,https://www.bilibili.com/video/av646077024,28岁，第一次去苹果旗舰店，买了个绝版手机,https://www.bilibili.com/video/av646077024#reply186335240336
214,186187574784,回复 @尘青看世界 :我遇到的每个老师都很好,2023-09-16 19:27:24,回复,186111571584,186117711808,576035284,https://www.bilibili.com/video/av576035284,（关于学校自助餐试图涨价遭大学生集体抵制这件事）,https://www.bilibili.com/video/av576035284#reply186187574784
215,186178429952,回复 @审核员君 :我的爸妈也没有强迫我学习,2023-09-16 18:22:41,回复,186137508336,186178132608,746043490,https://www.bilibili.com/video/av746043490,《冰冷的学习机器》,https://www.bilibili.com/video/av746043490#reply186178429952
216,186178483760,回复 @审核员君 :我的人生不只有学习,2023-09-16 18:22:29,回复,186137508336,186178132608,746043490,https://www.bilibili.com/video/av746043490,《冰冷的学习机器》,https://www.bilibili.com/video/av746043490#reply186178483760
217,186150748400,只有你吧,2023-09-16 14:34:28,回复,186137508336,186137508336,746043490,https://www.bilibili.com/video/av746043490,《冰冷的学习机器》,https://www.bilibili.com/video/av746043490#reply186150748400
218,185800553840,回复 @寥寥星下数绵羊_ :经典闭口不答,2023-09-13 22:53:12,回复,185766146000,185780814768,233160544,https://www.bilibili.com/video/av233160544,运动会开幕式 好好学习,https://www.bilibili.com/video/av233160544#reply185800553840
219,185660790080,回复 @Artloving :让你说数据你就闭口不提了🤣🤣🤣,2023-09-12 22:17:58,回复,185420979200,185646127952,873163015,https://www.bilibili.com/video/av873163015,(获取失败),https://www.bilibili.com/video/av873163015#reply185660790080
220,185637771760,我家旁边有个大的,2023-09-12 19:33:17,回复,152982775280,152982775280,266955207,https://www.bilibili.com/video/av266955207,关店150家！曾经的国民超市家乐福，为何败走中国？【尖叫科技】,https://www.bilibili.com/video/av266955207#reply185637771760
221,183850642800,回复 @旧祇の绝响 :只有你996,2023-08-31 08:41:40,回复,181909600608,182006015968,787470102,https://www.bilibili.com/video/av787470102,(获取失败),https://www.bilibili.com/video/av787470102#reply183850642800
222,183654446272,因为肺就是这么长的,2023-08-30 00:09:04,回复,134822402880,134822402880,858067360,https://www.bilibili.com/video/av858067360,11岁的肺癌你见过吗？,https://www.bilibili.com/video/av858067360#reply183654446272
223,183654185792,回复 @IKASAMA_001 :表观遗传,2023-08-30 00:06:51,回复,130367470832,138245421008,858067360,https://www.bilibili.com/video/av858067360,11岁的肺癌你见过吗？,https://www.bilibili.com/video/av858067360#reply183654185792
224,183403232272,没脑子可以不看,2023-08-28 15:40:06,回复,182578365888,182578365888,660244619,https://www.bilibili.com/video/av660244619,一种基于微分求直角三角形面积的前沿方法,https://www.bilibili.com/video/av660244619#reply183403232272
225,182791956864,回复 @没有人比我更懂金融了 :哪儿有啊,2023-08-25 00:15:03,回复,175811624800,176627367328,998561170,https://www.bilibili.com/video/av998561170,上半年经济数据出炉，二季度经济情况   是好转还是恶化了？,https://www.bilibili.com/video/av998561170#reply182791956864
226,182691707040,16.....,2023-08-24 14:36:37,回复,123471872704,123471872704,686384178,https://www.bilibili.com/video/av686384178,血压升高时心脏是怎么求救的,https://www.bilibili.com/video/av686384178#reply182691707040
227,182383205280,回复 @星毅STAR :他27号开,2023-08-22 20:39:30,回复,182323205776,182326065920,832564949198831650,https://www.bilibili.com/video/av832564949198831650,(视频不存在或已删除),https://www.bilibili.com/video/av832564949198831650#reply182383205280
228,182382509984,已阅,2023-08-22 20:36:05,一级评论,,,745086483,https://www.bilibili.com/video/av745086483,(获取失败),https://www.bilibili.com/video/av745086483#reply182382509984
229,182185798448,令人感慨,2023-08-21 19:22:26,一级评论,,,425507495257709070,https://www.bilibili.com/video/av425507495257709070,(视频不存在或已删除),https://www.bilibili.com/video/av425507495257709070#reply182185798448
230,181821802768,"回复 @英雄战纪SuperStar :“发生什么事了？”
“有人觉醒了，他们要塔塔开。”
“又出现新的觉醒者了?这次又是谁觉醒了?”
“是二次元宅男。”
“他们也想创造一个没有芝本和鸭迫的世界?”
“不，他们想创造一个纸片人只爱他一个人的世界。”",2023-08-19 19:30:11,回复,171104800848,178940893120,809128184521949233,https://www.bilibili.com/video/av809128184521949233,(视频不存在或已删除),https://www.bilibili.com/video/av809128184521949233#reply181821802768
231,181734440352,回复 @布布路- :吃清淡的就能治好癌症了？,2023-08-19 10:24:20,回复,4996271043,4996306803,419378184,https://www.bilibili.com/video/av419378184,15岁男孩头疼居然是长了肿瘤？需要紧急手术，他更关心可不可以吃烧烤,https://www.bilibili.com/video/av419378184#reply181734440352
232,181721413168,江西人你好,2023-08-19 08:39:45,回复,181721376112,181721376112,232461128,https://www.bilibili.com/video/av232461128,满嘴谎言、答非所问、装聋作哑...美国政府就这么回应夏威夷灾情？,https://www.bilibili.com/video/av232461128#reply181721413168
233,181502477136,唐,2023-08-18 00:20:23,回复,181481047584,181481047584,532152520,https://www.bilibili.com/video/av532152520,世界上恐怕只有解放军有这种待遇了吧！,https://www.bilibili.com/video/av532152520#reply181502477136
234,181502331952,糖,2023-08-18 00:18:38,回复,181502183328,181502183328,532152520,https://www.bilibili.com/video/av532152520,世界上恐怕只有解放军有这种待遇了吧！,https://www.bilibili.com/video/av532152520#reply181502331952
235,181421124848,回复 @颞叶 :n t，你自己能不能上个成人大学啊😅在这叫什么呢，你比在国外的都了解国外是吧，一天捧着你那手机乱喷,2023-08-17 17:00:06,回复,165538808576,169415967968,953617953,https://www.bilibili.com/video/av953617953,意大利工作午餐吃什么,https://www.bilibili.com/video/av953617953#reply181421124848
236,181264664448,回复 @HSFWHY :那各干各的凭什么男的帮?把自己当爷了?,2023-08-16 20:08:17,回复,154209305776,181227293712,822040221,https://www.bilibili.com/video/av822040221,(获取失败),https://www.bilibili.com/video/av822040221#reply181264664448
237,181257731472,真的吗,2023-08-16 19:31:51,回复,181257416224,181257416224,702359510,https://www.bilibili.com/video/av702359510,住校生现状,https://www.bilibili.com/video/av702359510#reply181257731472
238,180726645104,回复 @强欲魔女- :[偷笑][偷笑][偷笑],2023-08-13 21:51:06,回复,180079414512,180634556624,316873408,https://www.bilibili.com/video/av316873408,(获取失败),https://www.bilibili.com/video/av316873408#reply180726645104
239,180318319152,玩原神玩的,2023-08-11 18:25:36,回复,180260733920,180260733920,616992137,https://www.bilibili.com/video/av616992137,京A日常问候,https://www.bilibili.com/video/av616992137#reply180318319152
240,177351448880,爆牛魔,2023-07-27 15:43:37,回复,177308912224,177308912224,998992457,https://www.bilibili.com/video/av998992457,【朝鲜音乐】我们的7·27（联曲）,https://www.bilibili.com/video/av998992457#reply177351448880
241,175686772672,原来你也玩原神,2023-07-18 17:51:03,一级评论,,,373146496688457891,https://www.bilibili.com/video/av373146496688457891,(视频不存在或已删除),https://www.bilibili.com/video/av373146496688457891#reply175686772672
242,175684119056,你的思维和言论配得上你遭受的苦难[星星眼],2023-07-18 17:35:53,一级评论,,,256127366,https://www.bilibili.com/video/av256127366,狼人躲猫猫哟,https://www.bilibili.com/video/av256127366#reply175684119056
243,175634869376,回复 @高岭爱花official :那我只能嘲笑你了,2023-07-18 12:21:03,回复,153830264672,153851687824,822360083,https://www.bilibili.com/video/av822360083,为什么东京的城市设计近乎完美,https://www.bilibili.com/video/av822360083#reply175634869376
244,175550877920,原神,2023-07-17 22:04:13,一级评论,,,815498329716686901,https://www.bilibili.com/video/av815498329716686901,(视频不存在或已删除),https://www.bilibili.com/video/av815498329716686901#reply175550877920
245,174202031152,回复 @圣地哥亚唱片公司 :井盖人说的很明白,2023-07-10 16:00:13,回复,171384627312,173443320640,742528028,https://www.bilibili.com/video/av742528028,《到底是谁的错》,https://www.bilibili.com/video/av742528028#reply174202031152
246,174201429584,回复 @水门提督 :急了急了,2023-07-10 15:55:52,回复,174158024128,174161332752,828145048,https://www.bilibili.com/video/av828145048,研究生,https://www.bilibili.com/video/av828145048#reply174201429584
247,174201140416,看二次元看的,2023-07-10 15:53:10,回复,174174843840,174174843840,272855766,https://www.bilibili.com/video/av272855766,论美国大使馆微博的双标,https://www.bilibili.com/video/av272855766#reply174201140416
248,173211216304,回复 @写南北总不过审的芋头 :那就是因为疫情简单而已，你可以试试今年或一九年的😅,2023-07-04 21:01:08,回复,172880001904,173033710208,255179060,https://www.bilibili.com/video/av255179060,【伏地魔小女儿】20220329 水牢练习赛,https://www.bilibili.com/video/av255179060#reply173211216304
249,173200962544,回复 @星云神月 :美国都说自己是制裁，到你这儿不是了呗,2023-07-04 19:58:28,回复,173187597472,173200887792,445502988,https://www.bilibili.com/video/av445502988,十余万平壤市民聚集“表达反美态度”，但气势有余效果不足【半岛那些事】,https://www.bilibili.com/video/av445502988#reply173200962544
250,173191906480,看不见制裁？,2023-07-04 19:03:59,回复,173187597472,173187597472,445502988,https://www.bilibili.com/video/av445502988,十余万平壤市民聚集“表达反美态度”，但气势有余效果不足【半岛那些事】,https://www.bilibili.com/video/av445502988#reply173191906480
251,173095515680,我也看到了,2023-07-04 05:57:31,一级评论,,,402921827,https://www.bilibili.com/video/av402921827,面对敌人，我打开了原神..,https://www.bilibili.com/video/av402921827#reply173095515680
252,172812240032,不懂你们这些人怎么想的，国内给国外留学生发奖金你们骂，国外也给留学生发奖金你们说国外好，合着不白给你们钱就得喷几句是吧？,2023-07-02 14:25:24,一级评论,,,955440139,https://www.bilibili.com/video/av955440139,日本又又又发钱了？3万块你们都领到了吗？非课税人群快来领  补助金，留学生都有份#发金条 #发钱 #补助金 #补助金领取 #留学 #消费,https://www.bilibili.com/video/av955440139#reply172812240032
253,172334559632,回复 @Ale_t779 :然而我真的受益了哦[大笑],2023-06-29 17:49:25,回复,171623258208,171887599456,230191225,https://www.bilibili.com/video/av230191225,【阿尔忒弥斯】厄瓜多尔，印度正式加入由NASA主导的“阿尔忒弥斯”载人登月计划,https://www.bilibili.com/video/av230191225#reply172334559632
254,172333709104,回复 @ShiuninSora :经典受害者有罪论,2023-06-29 17:43:04,回复,171930522112,172324977984,230191225,https://www.bilibili.com/video/av230191225,【阿尔忒弥斯】厄瓜多尔，印度正式加入由NASA主导的“阿尔忒弥斯”载人登月计划,https://www.bilibili.com/video/av230191225#reply172333709104
255,171370005712,果狗一个,2023-06-23 18:23:26,一级评论,,,657540976,https://www.bilibili.com/video/av657540976,"都2023年了, 就别尬吹安卓返回手势了【LuvLetter】",https://www.bilibili.com/video/av657540976#reply171370005712
256,171230560064,无知的人是这样的,2023-06-22 21:08:36,回复,170444281264,170444281264,699831806,https://www.bilibili.com/video/av699831806,39.4℃！北京热到破纪录，明天高温继续,https://www.bilibili.com/video/av699831806#reply171230560064
257,171230340224,回复 @初音ミクが好きです_ :二次元又觉醒了,2023-06-22 21:07:29,回复,170353829424,170514581344,699831806,https://www.bilibili.com/video/av699831806,39.4℃！北京热到破纪录，明天高温继续,https://www.bilibili.com/video/av699831806#reply171230340224
258,171230069712,回复 @多啦ld梦 :无知,2023-06-22 21:06:04,回复,170413059024,170586461232,699831806,https://www.bilibili.com/video/av699831806,39.4℃！北京热到破纪录，明天高温继续,https://www.bilibili.com/video/av699831806#reply171230069712
259,171229296048,回复 @冬季恋枫 :你知道什么是气温吗 按你说为什么不直接报体感温度？,2023-06-22 21:00:23,回复,126222470816,127148949776,942020030,https://www.bilibili.com/video/av942020030,温度计“爆表” 重庆高温突破有气象记录以来历史极值 达44.6℃,https://www.bilibili.com/video/av942020030#reply171229296048
260,171226642000,回复 @Ace_fun_xc :屁 8g2GPU都有750~1050水平了,2023-06-22 20:43:50,回复,171145811088,171178226784,230049340,https://www.bilibili.com/video/av230049340,亮出你的处理器，这个夏天我们一决高下,https://www.bilibili.com/video/av230049340#reply171226642000
261,170774096736,回复 @一级_保护_废物 :我让你说你也说不出一个所以然来,2023-06-19 22:06:39,回复,122294463648,165532234400,471292628,https://www.bilibili.com/video/av471292628,浙江VS台湾 各市县人均可支配收入排名(2020年)【数据可视化】,https://www.bilibili.com/video/av471292628#reply170774096736
262,170477874304,那你来改进啊,2023-06-17 22:31:42,回复,3524907690,3524907690,584572905,https://www.bilibili.com/video/av584572905,天降铁球砸死女婴全楼被判赔：30余户业主准备上诉,https://www.bilibili.com/video/av584572905#reply170477874304
263,170468159664,回复 @婕玉玉儿 :[吃瓜][吃瓜][吃瓜]小丑别叫了,2023-06-17 21:31:33,回复,125315278512,167898644448,216623231,https://www.bilibili.com/video/av216623231,乔戈里峰k2瓶颈路段排队冲顶片段 2022.7.22,https://www.bilibili.com/video/av216623231#reply170468159664
264,170040325056,回复 @昼渐长official :这些地方早都不让街拍了 和领导这件事根本没关系,2023-06-14 23:43:30,回复,169944900256,170039823056,784827362,https://www.bilibili.com/video/av784827362,《禁止拍照》,https://www.bilibili.com/video/av784827362#reply170040325056
265,170011921232,回复 @昵称懒的起 :你又见过多少社会黑暗面？别装成熟了,2023-06-14 20:48:04,回复,169784746768,169940824816,229652095,https://www.bilibili.com/video/av229652095,北京三里屯禁止街拍了,https://www.bilibili.com/video/av229652095#reply170011921232
266,170011683792,回复 @昼渐长official ::一九年就不让拍照了 你是去过北京还是去过成都？,2023-06-14 20:46:28,回复,169944900256,170009444128,784827362,https://www.bilibili.com/video/av784827362,《禁止拍照》,https://www.bilibili.com/video/av784827362#reply170011683792
267,170011506816,回复 @k星之卡比兽k :一九年就不让拍照了 你是去过北京还是去过成都？,2023-06-14 20:46:06,回复,169944900256,170008179856,784827362,https://www.bilibili.com/video/av784827362,《禁止拍照》,https://www.bilibili.com/video/av784827362#reply170011506816
268,170011059040,回复 @UID10071637 :经典不会说人话 你觉得我会不知道三里屯禁不禁止？,2023-06-14 20:42:57,回复,169933582272,169976712544,784827362,https://www.bilibili.com/video/av784827362,《禁止拍照》,https://www.bilibili.com/video/av784827362#reply170011059040
269,170010738144,回复 @云龙改二 :经典哑口无言,2023-06-14 20:40:17,回复,169863383168,169983359136,784827362,https://www.bilibili.com/video/av784827362,《禁止拍照》,https://www.bilibili.com/video/av784827362#reply170010738144
270,169879848496,回复 @高山未尽 :谁先骂人的我不说[偷笑][偷笑][偷笑],2023-06-13 22:50:41,回复,169677159920,169876507136,699667182,https://www.bilibili.com/video/av699667182,为什么离开河南？,https://www.bilibili.com/video/av699667182#reply169879848496
271,169879686896,回复 @高山未尽 :没事没事 反正你这句话对我没有任何攻击力 你自己心里不难受就行,2023-06-13 22:49:46,回复,169677159920,169876507136,699667182,https://www.bilibili.com/video/av699667182,为什么离开河南？,https://www.bilibili.com/video/av699667182#reply169879686896
272,169872139616,回复 @市井云梦 :急急急,2023-06-13 22:04:25,回复,169677159920,169831637520,699667182,https://www.bilibili.com/video/av699667182,为什么离开河南？,https://www.bilibili.com/video/av699667182#reply169872139616
273,169872076768,回复 @高山未尽 :哈哈急了,2023-06-13 22:04:14,回复,169677159920,169707118688,699667182,https://www.bilibili.com/video/av699667182,为什么离开河南？,https://www.bilibili.com/video/av699667182#reply169872076768
274,169871448448,回复 @Eva1ne :我怎么没受苦？,2023-06-13 21:59:36,回复,168892922016,168899249072,529551354,https://www.bilibili.com/video/av529551354,【参考信息第71期】援鄂医护子女不加分；欧佩克内讧,https://www.bilibili.com/video/av529551354#reply169871448448
275,169868144112,回复 @shasha0329 :你是看不懂中文？,2023-06-13 21:39:32,回复,169784746768,169842542336,229652095,https://www.bilibili.com/video/av229652095,北京三里屯禁止街拍了,https://www.bilibili.com/video/av229652095#reply169868144112
276,164335604144,"回复 @小松XD :《佐佐如何在互联网使用马经？》
 1 辩证唯心主义精神胜利法
2 扣帽子互开左籍 无脑划右
3 把敌人搞得多多的 朋友搞得少少的
待补充",2023-05-08 20:00:43,回复,105280968064,164252431904,455744542,https://www.bilibili.com/video/av455744542,东单公园，老“同志”们的另一个家,https://www.bilibili.com/video/av455744542#reply164335604144
277,164191759968,回复 @食毛践土-书生应言 :别瞎说这个词原本是用来形容志同道合的人 还不允许其他人用了 你这是真有共产主义精神啊,2023-05-07 20:03:52,回复,105280968064,160615032464,455744542,https://www.bilibili.com/video/av455744542,东单公园，老“同志”们的另一个家,https://www.bilibili.com/video/av455744542#reply164191759968
278,163938325968,回复 @ChaosPhantom :经典开始查成分,2023-05-06 05:48:20,回复,163898252768,163933364352,769593586290262052,https://www.bilibili.com/video/av769593586290262052,(视频不存在或已删除),https://www.bilibili.com/video/av769593586290262052#reply163938325968
279,163938322464,回复 @ChaosPhantom :我身份证号110开头[吃瓜],2023-05-06 05:47:50,回复,163898252768,163933364352,769593586290262052,https://www.bilibili.com/video/av769593586290262052,(视频不存在或已删除),https://www.bilibili.com/video/av769593586290262052#reply163938322464
280,163898252768,“人人都有自己的偏見。可如果你這種偏見過於愚昧，以至於蠢到幾乎能銷抹自己觀點中的價值，那也就沒有交流的必要了。 ” 把你自己的话送给你自己。,2023-05-05 21:53:24,一级评论,,,769593586290262052,https://www.bilibili.com/video/av769593586290262052,(视频不存在或已删除),https://www.bilibili.com/video/av769593586290262052#reply163898252768
281,163610075600,回复 @伊万诺维奇马赫诺 :只会搞破坏的安那其就不要来叫了,2023-05-03 22:09:31,回复,157074810832,157830687248,640693456,https://www.bilibili.com/video/av640693456,在华盛顿特区朝鲜战争纪念园里公放《志愿军战歌》是一种什么样的体验,https://www.bilibili.com/video/av640693456#reply163610075600
282,163549992000,收收味,2023-05-03 15:24:03,回复,163544149440,163544149440,400635479,https://www.bilibili.com/video/av400635479,距离清朝灭亡还剩-111年,https://www.bilibili.com/video/av400635479#reply163549992000
283,163391344880,中！,2023-05-02 16:22:44,回复,163387383008,163387383008,783015486,https://www.bilibili.com/video/av783015486,上电梯的母子二人,https://www.bilibili.com/video/av783015486#reply163391344880
284,163258093296,回复 @YU哥哥a :最烦的就是你们这种人 啥都不知道就指点江山,2023-05-01 19:23:08,回复,162745548816,162849676304,400438653,https://www.bilibili.com/video/av400438653,青海6名厅级官员培训期间喝7瓶白酒致1人死亡 中纪委通报,https://www.bilibili.com/video/av400438653#reply163258093296
285,163171949680,回复 @俺是魔鬼 :谁跟你说是新手池了 理解能力有待提高,2023-05-01 08:23:05,回复,163089816672,163112888480,227688041,https://www.bilibili.com/video/av227688041,《崩坏：星穹铁道》希儿角色PV——「一夜无事」,https://www.bilibili.com/video/av227688041#reply163171949680
286,161237850672,回复 @HONOR干翻华为 :叫声京爷我听听,2023-04-18 00:09:38,回复,160856631808,161092863280,654219663,https://www.bilibili.com/video/av654219663,2023COC02冥场面，现在的cos都这么会整活的吗doge,https://www.bilibili.com/video/av654219663#reply161237850672
287,159893292816,回复 @小熊Plippy :华为是芯片设计 他怎么不能研究 好好学学吧,2023-04-08 22:39:47,回复,150144565600,154068403520,689728831,https://www.bilibili.com/video/av689728831,(视频不存在或已删除),https://www.bilibili.com/video/av689728831#reply159893292816
288,158839097184,你说得对 但是ip地址CLOUDFLARE.COM,2023-04-01 21:34:20,一级评论,,,231957986,https://www.bilibili.com/video/av231957986,《伪装特遣》,https://www.bilibili.com/video/av231957986#reply158839097184
289,155953952048,回复 @好想喝奶茶汽水果汁 :你说是那就是,2023-03-12 16:36:35,回复,154394346784,155644522416,394679633,https://www.bilibili.com/video/av394679633,ChatGPT是西方传播价值观的工具吗？,https://www.bilibili.com/video/av394679633#reply155953952048
290,155951764928,回复 @杰瑞果冻 :你ip也正确,2023-03-12 16:20:00,回复,155935849808,155949994736,823229647,https://www.bilibili.com/video/av823229647,谷爱凌、全红婵看了都沉默…,https://www.bilibili.com/video/av823229647#reply155951764928
291,155694931488,回复 @TSF丶月 :有理你就说,2023-03-10 21:26:31,回复,154394346784,155593918352,394679633,https://www.bilibili.com/video/av394679633,ChatGPT是西方传播价值观的工具吗？,https://www.bilibili.com/video/av394679633#reply155694931488
292,155565458448,回复 @Nico的笑颜 :🤣🤣🤣,2023-03-09 22:30:34,回复,154353695520,155561538800,822040221,https://www.bilibili.com/video/av822040221,(获取失败),https://www.bilibili.com/video/av822040221#reply155565458448
293,155565299472,那男的换水的时候怎么没见你帮？,2023-03-09 22:29:08,回复,154209305776,154209305776,822040221,https://www.bilibili.com/video/av822040221,(获取失败),https://www.bilibili.com/video/av822040221#reply155565299472
294,155560776480,回复 @在线变沙雕 :你不要瞎拆词好不好 你是不是还得整一个shero,2023-03-09 22:01:09,回复,153348956864,155375491264,394672552,https://www.bilibili.com/video/av394672552,(获取失败),https://www.bilibili.com/video/av394672552#reply155560776480
295,155558815392,回复 @百合青鸟伞木霙 :所以你认为这些言论是正确的是吧 男女因为身体差异永远也不可能绝对平权,2023-03-09 21:47:52,回复,154394346784,155052086480,394679633,https://www.bilibili.com/video/av394679633,ChatGPT是西方传播价值观的工具吗？,https://www.bilibili.com/video/av394679633#reply155558815392
296,155556001744,回复 @星火燎原jjy :有本事你反驳我[调皮],2023-03-09 21:28:22,回复,109358273184,155554942336,720287146,https://www.bilibili.com/video/av720287146,网  左  现   状,https://www.bilibili.com/video/av720287146#reply155556001744
297,155546198304,回复 @星火燎原jjy :不会说话别说话,2023-03-09 20:17:31,回复,109358273184,155535097344,720287146,https://www.bilibili.com/video/av720287146,网  左  现   状,https://www.bilibili.com/video/av720287146#reply155546198304
298,154964495408,回复 @芙萝卜斯卡雷特 :GDP排名人都看的是名义,2023-03-05 15:22:04,回复,148040467632,154959149760,467115841,https://www.bilibili.com/video/av467115841,今年5.5%左右的GDP增长目标如何实现？国家发改委主任回应！,https://www.bilibili.com/video/av467115841#reply154964495408
299,154949459952,[无悔华夏_达咩],2023-03-05 13:26:59,一级评论,,,723498472527888388,https://www.bilibili.com/video/av723498472527888388,(视频不存在或已删除),https://www.bilibili.com/video/av723498472527888388#reply154949459952
300,154922423760,难道不是你更急,2023-03-05 10:26:17,回复,154881220192,154881220192,766131370231595059,https://www.bilibili.com/video/av766131370231595059,(视频不存在或已删除),https://www.bilibili.com/video/av766131370231595059#reply154922423760
301,154918991536,逆天,2023-03-05 10:00:24,回复,123168742096,123168742096,688375814663700551,https://www.bilibili.com/video/av688375814663700551,(视频不存在或已删除),https://www.bilibili.com/video/av688375814663700551#reply154918991536
302,154884664816,回复 @梦绽蓝桥 :这种全网封杀的惩罚就不是给她改过自新的机会 更多是杀鸡儆猴,2023-03-05 00:24:36,回复,154822832128,154840730192,352915205,https://www.bilibili.com/video/av352915205,小幸运-田馥甄（Cover by 陈一发儿 ）,https://www.bilibili.com/video/av352915205#reply154884664816
303,154884576768,回复 @梦绽蓝桥 :什么都是开玩笑是吧 按你的意思毕福剑也应该复出了,2023-03-05 00:23:36,回复,154822832128,154840730192,352915205,https://www.bilibili.com/video/av352915205,小幸运-田馥甄（Cover by 陈一发儿 ）,https://www.bilibili.com/video/av352915205#reply154884576768
304,154884315344,回复 @乔治・华盛顿 :经典哗众取宠 没人在意你,2023-03-05 00:22:15,回复,154809964880,154873459408,352915205,https://www.bilibili.com/video/av352915205,小幸运-田馥甄（Cover by 陈一发儿 ）,https://www.bilibili.com/video/av352915205#reply154884315344
305,154883581520,然而他说的话就是比毒重,2023-03-05 00:16:55,回复,154878009280,154878009280,352915205,https://www.bilibili.com/video/av352915205,小幸运-田馥甄（Cover by 陈一发儿 ）,https://www.bilibili.com/video/av352915205#reply154883581520
306,154882766768,别想,2023-03-05 00:11:41,回复,154870323056,154870323056,610385669,https://www.bilibili.com/video/av610385669,陈一发儿《红色高跟鞋》,https://www.bilibili.com/video/av610385669#reply154882766768
307,154881763360,复出第一个举报,2023-03-05 00:04:28,回复,154866640336,154866640336,310393602,https://www.bilibili.com/video/av310393602,童话镇（cover by 陈一发儿）,https://www.bilibili.com/video/av310393602#reply154881763360
308,154851089856,666未来的大谱师,2023-03-04 21:00:30,一级评论,,,610426743,https://www.bilibili.com/video/av610426743,(获取失败),https://www.bilibili.com/video/av610426743#reply154851089856
309,154830306928,回复 @此景如此 :网友这么关心中国 视频提中国了吗？,2023-03-04 18:46:03,回复,153701388944,154300204672,694985672,https://www.bilibili.com/video/av694985672,在德国严重超速被拍 我选择不认罪,https://www.bilibili.com/video/av694985672#reply154830306928
310,154830327936,回复 @雾中的霾 :那我怎么有用啊,2023-03-04 18:44:56,回复,153739278096,153973761440,694985672,https://www.bilibili.com/video/av694985672,在德国严重超速被拍 我选择不认罪,https://www.bilibili.com/video/av694985672#reply154830327936
311,154828306432,一般吧,2023-03-04 18:32:55,一级评论,,,865077488,https://www.bilibili.com/video/av865077488,(获取失败),https://www.bilibili.com/video/av865077488#reply154828306432
312,154827263536,广西抽奖猴也就这样了,2023-03-04 18:25:53,回复,154799764160,154799764160,395475158,https://www.bilibili.com/video/av395475158,Apple里程碑式的创新:AppleWatch检测血糖进入临床,https://www.bilibili.com/video/av395475158#reply154827263536
313,154722375360,回复 @臻臻的纯牛奶 :不反黑怎么了,2023-03-03 23:36:13,回复,4914287523,4935273187,583140526,https://www.bilibili.com/video/av583140526,我们为什么会歧视黑人？,https://www.bilibili.com/video/av583140526#reply154722375360
314,154682444976,回复 @恶意相对人 :所以阶级矛盾不存在是吧,2023-03-03 19:08:59,回复,109358273184,154666989584,720287146,https://www.bilibili.com/video/av720287146,网  左  现   状,https://www.bilibili.com/video/av720287146#reply154682444976
315,154680498352,回复 @Plaria :请你说说什么是辩证法,2023-03-03 18:55:47,回复,154588225328,154669144592,737728279,https://www.bilibili.com/video/av737728279,如果有一天，新的斗争开始了,https://www.bilibili.com/video/av737728279#reply154680498352
316,154259241952,那你可以不领,2023-02-28 16:55:09,回复,154124049600,154124049600,352521506,https://www.bilibili.com/video/av352521506,每人每次可领取5张，共计1600元！北京将发放新一批消费券,https://www.bilibili.com/video/av352521506#reply154259241952
317,152971340416,回复 @qaztou :那你永远只能停留在感性认识,2023-02-19 09:59:04,回复,152927714864,152958340464,822111653,https://www.bilibili.com/video/av822111653,老舍同名小说改编，导演拍完后竟被逼到自杀？老电影也太敢拍了！,https://www.bilibili.com/video/av822111653#reply152971340416
318,152948222912,回复 @迪哥66嗒 :现在呢,2023-02-19 02:09:02,回复,134150708976,134233347712,731683067,https://www.bilibili.com/video/av731683067,Ai绘画，让美术生何去何从？！,https://www.bilibili.com/video/av731683067#reply152948222912
